Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
1998-01-02 00:00:00-05:00,61.35211126411824,61.568833558243256,60.8595605956523,61.509727478027344,2360900,0.0,0.0,0.0
1998-01-05 00:00:00-05:00,61.68703282942366,62.0613712592413,61.017164060276286,61.64762878417969,4191800,0.0,0.0,0.0
1998-01-06 00:00:00-05:00,61.3127034637362,61.33240548927081,60.64283459555913,60.66253662109375,3154900,0.0,0.0,0.0
1998-01-07 00:00:00-05:00,60.583716578803326,60.97775701183619,60.03205997255731,60.82014083862305,4424200,0.0,0.0,0.0
1998-01-08 00:00:00-05:00,60.721625745686055,60.721625745686055,60.13056514465731,60.28818130493164,3831000,0.0,0.0,0.0
1998-01-09 00:00:00-05:00,60.05174616953773,60.2093623012163,57.943630408336766,58.19975662231445,10258800,0.0,0.0,0.0
1998-01-12 00:00:00-05:00,57.45108616605719,59.3818839864528,57.313172036028924,59.263671875,12097900,0.0,0.0,0.0
1998-01-13 00:00:00-05:00,59.65773053778977,60.13057912857806,59.40160421777944,60.0911750793457,5224900,0.0,0.0,0.0
1998-01-14 00:00:00-05:00,60.327592720250856,60.50491092223722,59.716830024520036,60.36699676513672,3770400,0.0,0.0,0.0
1998-01-15 00:00:00-05:00,60.20937505222689,60.366991217285076,59.775930598316876,59.86458969116211,2875400,0.0,0.0,0.0
1998-01-16 00:00:00-05:00,60.682252739096214,60.95808116063756,60.30791416700439,60.721656799316406,4374800,0.0,0.0,0.0
1998-01-20 00:00:00-05:00,60.958064394740155,61.79540044411846,60.839852246592635,61.70674133300781,5091700,0.0,0.0,0.0
1998-01-21 00:00:00-05:00,61.29302187168852,61.58855235322993,60.62315278019465,61.11570358276367,4699400,0.0,0.0,0.0
1998-01-22 00:00:00-05:00,60.623130489392175,61.07627706113608,60.44581226566629,60.573875427246094,4543400,0.0,0.0,0.0
1998-01-23 00:00:00-05:00,60.83986217983382,61.01718043100561,59.89416484025091,60.485225677490234,6350300,0.0,0.0,0.0
1998-01-26 00:00:00-05:00,60.761052292049165,60.987625606367764,60.15028944475554,60.44581985473633,4362900,0.0,0.0,0.0
1998-01-27 00:00:00-05:00,60.40639385064597,61.47030293999198,60.3078837497806,61.05656051635742,7044200,0.0,0.0,0.0
1998-01-28 00:00:00-05:00,61.411233160874694,61.85452887666541,61.27331893818425,61.608253479003906,4268600,0.0,0.0,0.0
1998-01-29 00:00:00-05:00,61.68704230670104,62.77065371739045,61.50972407586095,61.94316864013672,8007700,0.0,0.0,0.0
1998-01-30 00:00:00-05:00,62.278101023184746,62.396313173181305,61.785550398199106,61.98257064819336,3649100,0.0,0.0,0.0
1998-02-02 00:00:00-05:00,62.98737423832973,63.36171271519187,62.88886411283969,63.007076263427734,5756300,0.0,0.0,0.0
1998-02-03 00:00:00-05:00,63.04651280503182,63.558765721572705,62.869194487767665,63.479957580566406,2759600,0.0,0.0,0.0
1998-02-04 00:00:00-05:00,63.22380480342506,63.775461560824844,63.00708250587515,63.401123046875,3374000,0.0,0.0,0.0
1998-02-05 00:00:00-05:00,63.8739660675846,64.05128429540947,63.066183029715695,63.36171340942383,5076200,0.0,0.0,0.0
1998-02-06 00:00:00-05:00,63.67693581293724,64.07097625732422,63.479915590743744,64.07097625732422,5701200,0.0,0.0,0.0
1998-02-09 00:00:00-05:00,64.13006483864835,64.14976685549587,63.499600299528005,63.8542366027832,2322200,0.0,0.0,0.0
1998-02-10 00:00:00-05:00,63.9527514907725,64.60291809557702,63.79513534415322,64.46500396728516,3660400,0.0,0.0,0.0
1998-02-11 00:00:00-05:00,64.36656363304328,64.52417995047956,64.12028813704909,64.40596771240234,4073200,0.0,0.0,0.0
1998-02-12 00:00:00-05:00,64.13009830629393,64.8984773643417,63.59814357379933,64.68175506591797,5024700,0.0,0.0,0.0
1998-02-13 00:00:00-05:00,64.42566156387329,64.632532954216,64.22864119211832,64.30744934082031,2101300,0.0,0.0,0.0
1998-02-17 00:00:00-05:00,64.81963215804682,64.9969503007284,64.40588982512311,64.62261199951172,3055500,0.0,0.0,0.0
1998-02-18 00:00:00-05:00,64.50444157073144,65.2432676424793,64.4847395421515,65.21371459960938,3007400,0.0,0.0,0.0
1998-02-19 00:00:00-05:00,65.09545438704204,65.19396445724036,64.78022216240745,64.86888122558594,3387800,0.0,0.0,0.0
1998-02-20 00:00:00-05:00,65.03636073289883,65.39099705316303,64.54381028808741,65.35159301757812,3707000,0.0,0.0,0.0
1998-02-23 00:00:00-05:00,65.7259162421699,65.7259162421699,65.15455785757071,65.60770416259766,3227800,0.0,0.0,0.0
1998-02-24 00:00:00-05:00,65.50923201997402,65.62744416797999,64.89846925527651,65.09548950195312,3386800,0.0,0.0,0.0
1998-02-25 00:00:00-05:00,65.41070118720222,66.11997385067791,65.33189311348269,65.90325164794922,3481800,0.0,0.0,0.0
1998-02-26 00:00:00-05:00,65.84418139644808,66.33673212502714,65.68656516330279,66.27762603759766,3187600,0.0,0.0,0.0
1998-02-27 00:00:00-05:00,66.17911589188184,66.53375241645877,65.90328748387758,66.27762603759766,3442900,0.0,0.0,0.0
1998-03-02 00:00:00-05:00,66.3564394398889,66.6716719312898,65.96239882563778,66.13971710205078,4252300,0.0,0.0,0.0
1998-03-03 00:00:00-05:00,65.90324505810489,66.59281563419866,65.90324505810489,66.51400756835938,3349200,0.0,0.0,0.0
1998-03-04 00:00:00-05:00,66.2578769131082,66.45489706450014,65.84413459518514,66.08055877685547,4404100,0.0,0.0,0.0
1998-03-05 00:00:00-05:00,65.2530806682356,65.84414118153482,65.03635848002587,65.46980285644531,7268000,0.0,0.0,0.0
1998-03-06 00:00:00-05:00,65.92299709263804,66.78988647460938,65.84418896700429,66.78988647460938,6896300,0.0,0.0,0.0
1998-03-09 00:00:00-05:00,66.53374188266751,66.96718645519303,66.35642364845253,66.5534439086914,3362800,0.0,0.0,0.0
1998-03-10 00:00:00-05:00,66.96719188074913,67.36123243315129,66.78987363216814,67.18391418457031,5481900,0.0,0.0,0.0
1998-03-11 00:00:00-05:00,67.44005467135935,67.65677702058078,67.32184248087493,67.49916076660156,3439600,0.0,0.0,0.0
1998-03-12 00:00:00-05:00,67.51882186268652,67.83405417952427,67.14448348644169,67.77494812011719,3191300,0.0,0.0,0.0
1998-03-13 00:00:00-05:00,67.9916701905401,68.09018028933833,67.38090757799107,67.5188217163086,2879400,0.0,0.0,0.0
1998-03-16 00:00:00-05:00,67.99166885314307,68.3266031824689,67.794648659422,68.24779510498047,3223600,0.0,0.0,0.0
1998-03-17 00:00:00-05:00,68.28721565505727,68.44483184814453,67.8734731482032,68.44483184814453,4581900,0.0,0.0,0.0
1998-03-18 00:00:00-05:00,68.24779653809013,68.70094299316406,68.10988239958937,68.70094299316406,1944100,0.0,0.0,0.0
